aac85a07-80a4-4431-a483-1f8fd2b5f9d4,CNY,JPY,18.173724,2022-03-05,2026-04-28 01:30:05.930045+09
42a5c394-c353-4fc5-b95c-ec179d065d79,JPY,CNY,0.049531,2022-07-23,2026-04-28 00:54:22.934461+09
6a07a6dd-453d-44be-ae29-61897a22327a,JPY,USD,0.007325,2022-07-23,2026-04-28 00:54:22.934461+09
bba84c84-d295-4d3e-bd4b-6cbe2b664b36,JPY,CNY,0.049576,2022-07-24,2026-04-28 00:54:22.935319+09
fbad1a7e-31c2-4553-97da-e2ee5ab07a08,JPY,USD,0.007320,2022-07-24,2026-04-28 00:54:22.935319+09
299a878b-f9f9-454a-ac02-b6846e4e2381,JPY,CNY,0.049524,2022-07-25,2026-04-28 00:54:22.9366+09
912b85cc-e440-4bff-a5f6-9d99546524f0,JPY,USD,0.007328,2022-07-25,2026-04-28 00:54:22.9366+09
4eb00ae6-b886-4e45-9395-45e9384d6fa7,JPY,CNY,0.049475,2022-07-26,2026-04-28 00:54:22.937843+09
e3aa1524-7ac2-4b84-ac66-735d5ce52cb9,JPY,USD,0.007325,2022-07-26,2026-04-28 00:54:22.937843+09
0b8c26e8-4a89-4301-9647-d404c24e33ae,JPY,CNY,0.049407,2022-07-27,2026-04-28 00:54:22.938725+09
d0a88d3a-b075-4fbd-aa28-6cb6a39274bf,JPY,USD,0.007308,2022-07-27,2026-04-28 00:54:22.938725+09
9577af9b-9ae0-44a5-ba9c-c680a9ec74d8,JPY,CNY,0.049651,2022-07-28,2026-04-28 00:54:22.939598+09
5108645e-c672-4a0d-8e9d-a33b39ad6013,JPY,USD,0.007360,2022-07-28,2026-04-28 00:54:22.939598+09
aa708306-d8f0-47d6-a867-bb11fb44bd11,JPY,CNY,0.050290,2022-07-29,2026-04-28 00:54:22.940734+09
e4818095-c57c-48d2-81cc-65e943d4ba59,JPY,USD,0.007466,2022-07-29,2026-04-28 00:54:22.940734+09
269da68c-04f8-4bc3-a70b-2297641e7761,JPY,CNY,0.050550,2022-07-30,2026-04-28 00:54:22.94172+09
b2b22f14-3123-4951-b856-745cf56f4bc1,JPY,USD,0.007488,2022-07-30,2026-04-28 00:54:22.94172+09
e61fdee8-f326-46f4-930f-968541d61b6a,JPY,CNY,0.050571,2022-07-31,2026-04-28 00:54:22.942815+09
75e12c66-bc6c-4610-a615-0b59da7fa636,JPY,USD,0.007481,2022-07-31,2026-04-28 00:54:22.942815+09
9dee68cc-624e-4a97-a24e-2353865fdd0f,JPY,CNY,0.050877,2022-08-01,2026-04-28 00:54:22.944128+09
d9290776-a3cb-4b76-96b6-2d587088f876,JPY,USD,0.007537,2022-08-01,2026-04-28 00:54:22.944128+09
d6e13e9d-cfc4-4c16-bf26-12c92d565293,JPY,CNY,0.051426,2022-08-02,2026-04-28 00:54:22.94518+09
27ba554c-2481-45a9-9164-aaef195f31e3,JPY,USD,0.007602,2022-08-02,2026-04-28 00:54:22.94518+09
81062228-27f5-4937-81d6-febae84d2434,JPY,CNY,0.050910,2022-08-03,2026-04-28 00:54:22.945999+09
dc556f7b-9433-407d-a907-079b315e694b,JPY,USD,0.007523,2022-08-03,2026-04-28 00:54:22.945999+09
1fda3591-69bd-4fca-acdb-d7a2ae2ddbd4,JPY,CNY,0.050536,2022-08-04,2026-04-28 00:54:22.947477+09
ce782ebe-80f2-4e90-bddb-dad6a8f07415,JPY,USD,0.007480,2022-08-04,2026-04-28 00:54:22.947477+09
fe7314ae-7a5c-4e5b-99e0-81b3bcd8262f,JPY,CNY,0.050536,2022-08-05,2026-04-28 00:54:22.948577+09
d11eef1c-dd56-4be0-b3eb-5bf3b120e4fc,JPY,USD,0.007484,2022-08-05,2026-04-28 00:54:22.948577+09
65d7acbb-0c0a-485e-9eed-0df9e9d73495,JPY,CNY,0.050263,2022-08-06,2026-04-28 00:54:22.949617+09
075cf076-dd39-48f3-96b5-d4bfa8ae1514,JPY,USD,0.007424,2022-08-06,2026-04-28 00:54:22.949617+09
e7e18d80-2479-4be3-89e4-fdde8ab6adb0,JPY,CNY,0.050227,2022-08-07,2026-04-28 00:54:22.950624+09
66b4854d-e131-4681-8e75-13b8d082fd55,JPY,USD,0.007412,2022-08-07,2026-04-28 00:54:22.950624+09
95a3a591-80aa-44dd-823b-556d148481da,JPY,CNY,0.050130,2022-08-08,2026-04-28 00:54:22.951686+09
6ee28b2f-a23b-4468-a352-174bd40f0df1,JPY,USD,0.007413,2022-08-08,2026-04-28 00:54:22.951686+09
a1e78036-e61a-4928-96d3-1f9fbc525d6a,JPY,CNY,0.050070,2022-08-09,2026-04-28 00:54:22.952809+09
e7eb8819-cc6d-4023-baf3-6c7c2a45e818,JPY,USD,0.007413,2022-08-09,2026-04-28 00:54:22.952809+09
b82da9db-e21d-4c63-972d-07ae58386be3,JPY,CNY,0.050165,2022-08-10,2026-04-28 00:54:22.953678+09
aa8396e4-8074-4d26-b938-b4a2d3c54aa9,JPY,USD,0.007439,2022-08-10,2026-04-28 00:54:22.953678+09
9fc8cb63-13a4-43ad-9991-99e96b3b6cdd,JPY,CNY,0.050630,2022-08-11,2026-04-28 00:54:22.954464+09
6332007e-c8e4-43b6-9a73-c0989966a396,JPY,USD,0.007523,2022-08-11,2026-04-28 00:54:22.954464+09
2ddc08cf-dfaf-4ec2-8a7e-006f7d85e7ef,JPY,CNY,0.050659,2022-08-12,2026-04-28 00:54:22.95515+09
ad5b3a73-748a-4cef-98c5-889a7b2cb0fd,JPY,USD,0.007517,2022-08-12,2026-04-28 00:54:22.95515+09
2099eeac-f46d-42f2-a6b1-78f82518d512,JPY,CNY,0.050500,2022-08-13,2026-04-28 00:54:22.956141+09
a0dda1a7-fb50-4b09-aeab-8e5f1aa1d56e,JPY,USD,0.007488,2022-08-13,2026-04-28 00:54:22.956141+09
b257e3f5-fe5c-4e7b-807b-2121654e9bf2,JPY,CNY,0.050486,2022-08-14,2026-04-28 00:54:22.957194+09
f3a3cb21-fa92-40ae-ac3d-9ad127f04447,JPY,USD,0.007480,2022-08-14,2026-04-28 00:54:22.957194+09
b2f2fbde-c39d-48ad-b8f8-c8d4eb4b09d5,JPY,CNY,0.050700,2022-08-15,2026-04-28 00:54:22.958041+09
2870dc38-2cc7-4ca7-aa37-d8b7c8cab7db,JPY,USD,0.007502,2022-08-15,2026-04-28 00:54:22.958041+09
f584af79-25f0-4f33-936b-4c92c2c23778,JPY,CNY,0.050822,2022-08-16,2026-04-28 00:54:22.959014+09
08693168-5584-4273-a43c-d0eb31787f51,JPY,USD,0.007488,2022-08-16,2026-04-28 00:54:22.959014+09
cdc6ec8b-a095-411f-9c45-e4796ad81528,JPY,CNY,0.050438,2022-08-17,2026-04-28 00:54:22.959941+09
b3ab9dbc-3adf-430a-9cac-3de46fbc8c43,JPY,USD,0.007433,2022-08-17,2026-04-28 00:54:22.959941+09
f49e8b7b-2646-4f37-99ee-6b8e948653f7,JPY,CNY,0.050258,2022-08-18,2026-04-28 00:54:22.960998+09
7bd5060c-405b-451f-ae44-ced86eaa27c5,JPY,USD,0.007403,2022-08-18,2026-04-28 00:54:22.960998+09
8b257035-024c-4b1d-a785-b62766bf5c7d,JPY,CNY,0.050021,2022-08-19,2026-04-28 00:54:22.962362+09
e0297e74-ab97-463b-9d63-c4e26f6a46d1,JPY,USD,0.007348,2022-08-19,2026-04-28 00:54:22.962362+09
2c8297df-b02e-4527-a339-a8d5e2c27293,JPY,CNY,0.049879,2022-08-20,2026-04-28 00:54:22.963474+09
0d059698-d8d9-4db2-82cc-f5fb6fc4f574,JPY,USD,0.007306,2022-08-20,2026-04-28 00:54:22.963474+09
03b9f284-8734-41e3-93d7-3f36e3e67929,JPY,CNY,0.049900,2022-08-21,2026-04-28 00:54:22.964278+09
ed60e60b-5ee4-4670-882f-d85e36e9db44,JPY,USD,0.007298,2022-08-21,2026-04-28 00:54:22.964278+09
02137a2d-838c-46e9-8309-4c9989b35ae2,JPY,CNY,0.049917,2022-08-22,2026-04-28 00:54:22.965157+09
0e12f165-a05d-4616-83fd-e0ad7c39aa86,JPY,USD,0.007300,2022-08-22,2026-04-28 00:54:22.965157+09
12ed26ad-806e-4b3e-83c0-7cf6446e61dc,JPY,CNY,0.049974,2022-08-23,2026-04-28 00:54:22.966012+09
a9e89012-5fc9-43ac-9cbe-d17847e0b2a7,JPY,USD,0.007295,2022-08-23,2026-04-28 00:54:22.966012+09
705c119b-1f35-4f54-8994-d4cc0630a9b1,JPY,CNY,0.050136,2022-08-24,2026-04-28 00:54:22.966819+09
948ece76-526f-4c94-aab6-3c2c3c29f560,JPY,USD,0.007314,2022-08-24,2026-04-28 00:54:22.966819+09
e1d18b81-5c47-4b88-8801-ea03133f7040,JPY,CNY,0.050159,2022-08-25,2026-04-28 00:54:22.967501+09
6686f4b3-e53a-47ae-8a47-867e4a1de54f,JPY,USD,0.007316,2022-08-25,2026-04-28 00:54:22.967501+09
0387489f-7d68-43a3-b647-3639b6745f66,JPY,CNY,0.050148,2022-08-26,2026-04-28 00:54:22.968551+09
21a117cb-9d9e-4738-8df4-0e6a21b82187,JPY,USD,0.007313,2022-08-26,2026-04-28 00:54:22.968551+09
bfc33b29-18d6-40f4-8f0f-7cfcaf93de9e,JPY,CNY,0.050095,2022-08-27,2026-04-28 00:54:22.969709+09
43d76d67-8986-4e5b-926f-60d5552f2e4d,JPY,USD,0.007281,2022-08-27,2026-04-28 00:54:22.969709+09
f8e4467f-a047-4718-bde4-d60f6b732e6f,JPY,CNY,0.050113,2022-08-28,2026-04-28 00:54:22.974069+09
eab61645-5c58-43fc-b817-c01d599a09be,JPY,USD,0.007272,2022-08-28,2026-04-28 00:54:22.974069+09
d05bc8f8-02a7-4de8-a677-bb5e31ce9021,JPY,CNY,0.049910,2022-08-29,2026-04-28 00:54:22.9753+09
f36ce456-229a-4dbc-87a3-6a3f140ded87,JPY,USD,0.007231,2022-08-29,2026-04-28 00:54:22.9753+09
53358711-414b-4a58-9e2d-6933ac6313bc,JPY,CNY,0.049871,2022-08-30,2026-04-28 00:54:22.976121+09
711780d9-cdd5-44c2-b722-c9b51151a36e,JPY,USD,0.007217,2022-08-30,2026-04-28 00:54:22.976121+09
65253877-8267-4236-9d0b-a7c067b8ef5d,JPY,CNY,0.049836,2022-08-31,2026-04-28 00:54:22.977497+09
7100ec7a-1bff-4e6b-bb73-87f8036daf0c,JPY,USD,0.007222,2022-08-31,2026-04-28 00:54:22.977497+09
2a1e1a95-afb4-4d71-b80c-058bdf2f5351,JPY,CNY,0.049601,2022-09-01,2026-04-28 00:54:22.978433+09
fb771eb6-e339-41b2-be5d-a6216c718b6c,JPY,USD,0.007185,2022-09-01,2026-04-28 00:54:22.978433+09
6cfdda87-fc29-4004-81ac-f9af004a8bb0,JPY,CNY,0.049347,2022-09-02,2026-04-28 00:54:22.979194+09
b1d8cfaf-6c4c-4064-9cde-0b7fb7db5714,JPY,USD,0.007146,2022-09-02,2026-04-28 00:54:22.979194+09
e96e8139-812c-451c-ae26-5b246321acd1,JPY,CNY,0.049281,2022-09-03,2026-04-28 00:54:22.980211+09
da640262-28f2-4454-9a1e-af797ee75d0c,JPY,USD,0.007130,2022-09-03,2026-04-28 00:54:22.980211+09
2c25b689-4fdd-43db-9e83-de841c630c1c,JPY,CNY,0.049297,2022-09-04,2026-04-28 00:54:22.981386+09
514cbac0-b064-4dda-b33e-965af17b7507,JPY,USD,0.007124,2022-09-04,2026-04-28 00:54:22.981386+09
5e99cf12-ee26-4e81-87c0-267eee415166,JPY,CNY,0.049351,2022-09-05,2026-04-28 00:54:22.982436+09
592c34e8-6e48-478c-b9fc-7d9b9cfee80f,JPY,USD,0.007125,2022-09-05,2026-04-28 00:54:22.982436+09
5542860e-4a3b-415d-8679-80d839444cf0,JPY,CNY,0.049139,2022-09-06,2026-04-28 00:54:22.983606+09
f94c1876-0bb8-44c9-8c47-0289003a3562,JPY,USD,0.007079,2022-09-06,2026-04-28 00:54:22.983606+09
f941fb7d-34eb-4cfc-8b4d-194c7cdff23b,JPY,CNY,0.048597,2022-09-07,2026-04-28 00:54:22.984901+09
25630818-ab0a-46c6-8d7b-3bf886c24139,JPY,USD,0.006975,2022-09-07,2026-04-28 00:54:22.984901+09
8bb25866-552f-424c-b2e3-dae25b864475,JPY,CNY,0.048368,2022-09-08,2026-04-28 00:54:22.985983+09
0c8df34d-9822-4bdd-8ec2-e21f6a6fbcc2,JPY,USD,0.006948,2022-09-08,2026-04-28 00:54:22.985983+09
c7185788-b262-4096-a91a-2fe335585d74,JPY,CNY,0.048484,2022-09-09,2026-04-28 00:54:22.98718+09
22043273-4ec4-4bff-9a26-99d6853afe88,JPY,USD,0.006987,2022-09-09,2026-04-28 00:54:22.98718+09
76de669e-befb-43e3-a903-af41912cf49e,JPY,CNY,0.048609,2022-09-10,2026-04-28 00:54:22.988135+09
c574cb83-cc70-489b-a69d-2843a7a06534,JPY,USD,0.007007,2022-09-10,2026-04-28 00:54:22.988135+09
8fbf57c3-2f20-4eb1-a0aa-55b850da30b7,JPY,CNY,0.048601,2022-09-11,2026-04-28 00:54:22.989133+09
346b0abb-2b48-46b1-a211-be2017b48af7,JPY,USD,0.006997,2022-09-11,2026-04-28 00:54:22.989133+09
11dac9ed-b0f8-4339-88c5-ad2796e3ae0a,JPY,CNY,0.048577,2022-09-12,2026-04-28 00:54:22.990319+09
048ea237-ab41-4f5b-aa86-09234c17d838,JPY,USD,0.007010,2022-09-12,2026-04-28 00:54:22.990319+09
d88d673f-f823-4433-95f8-7de58445d649,JPY,CNY,0.048555,2022-09-13,2026-04-28 00:54:22.991497+09
8c2f48e2-4432-493a-8309-fad2a5511b2e,JPY,USD,0.007006,2022-09-13,2026-04-28 00:54:22.991497+09
1d43add0-119e-41c3-92c9-b4f0e4cfd28e,JPY,CNY,0.048508,2022-09-14,2026-04-28 00:54:22.993012+09
ebb54398-797e-4a87-a6f4-dee60e77b56d,JPY,USD,0.006975,2022-09-14,2026-04-28 00:54:22.993012+09
50841587-8ee1-40d9-b2ac-3a54a20145f1,JPY,CNY,0.048653,2022-09-15,2026-04-28 00:54:22.994024+09
9ad60630-352b-4642-86dc-115c65d4f31a,JPY,USD,0.006981,2022-09-15,2026-04-28 00:54:22.994024+09
84461e90-c0f4-4a86-bae1-b42318760815,JPY,CNY,0.048879,2022-09-16,2026-04-28 00:54:22.995429+09
788aee75-283e-4973-91b5-cf15c0620825,JPY,USD,0.006982,2022-09-16,2026-04-28 00:54:22.995429+09
d2eb43c4-36d2-45bd-bb84-f0127045295e,JPY,CNY,0.048918,2022-09-17,2026-04-28 00:54:22.99638+09
b96e9be0-da23-4fbf-9af0-1982c410077b,JPY,USD,0.006987,2022-09-17,2026-04-28 00:54:22.99638+09
0acb9689-92f7-4aed-b4c4-2f0d98d485bf,JPY,CNY,0.048924,2022-09-18,2026-04-28 00:54:22.997516+09
5a8adb8f-caeb-4e78-b476-53432503ad49,JPY,USD,0.006980,2022-09-18,2026-04-28 00:54:22.997516+09
bb193fa1-77e0-488f-9afb-7af5d7001ad5,JPY,CNY,0.048915,2022-09-19,2026-04-28 00:54:22.998612+09
36dce6e2-b19f-46a7-acb0-afba8c5b654b,JPY,USD,0.006984,2022-09-19,2026-04-28 00:54:22.998612+09
d5a8e07a-525e-4597-b657-608a8ef91196,JPY,CNY,0.048891,2022-09-20,2026-04-28 00:54:22.999743+09
52a963a1-e52e-45bc-b8cd-36e88b7b57eb,JPY,USD,0.006976,2022-09-20,2026-04-28 00:54:22.999743+09
82dd943d-78d6-47b7-a300-6b4296cca973,JPY,CNY,0.048939,2022-09-21,2026-04-28 00:54:23.000633+09
e3d83d77-5598-4d85-a4a0-4dbc14d88dc0,JPY,USD,0.006962,2022-09-21,2026-04-28 00:54:23.000633+09
487bd236-5c39-44e1-b5d3-74ad84c90760,JPY,CNY,0.049149,2022-09-22,2026-04-28 00:54:23.001394+09
6bc4e65f-2b4c-43ef-8a34-7b0312d52509,JPY,USD,0.006955,2022-09-22,2026-04-28 00:54:23.001394+09
eddc5f14-c5c1-4995-bce7-90e7adbdb5fb,JPY,CNY,0.049793,2022-09-23,2026-04-28 00:54:23.002264+09
9f05b851-6624-4155-88b4-381fe9b0712a,JPY,USD,0.007022,2022-09-23,2026-04-28 00:54:23.002264+09
8f925f9b-387b-4d57-9b68-df3db8b20aff,JPY,CNY,0.049743,2022-09-24,2026-04-28 00:54:23.002977+09
2999734e-9ae8-4b3e-86e6-43f7624c3a1f,JPY,USD,0.006980,2022-09-24,2026-04-28 00:54:23.002977+09
2f76c4ac-9831-4581-9858-248528450540,JPY,CNY,0.049731,2022-09-25,2026-04-28 00:54:23.003784+09
6c7ecc2a-e0c7-437c-b346-dac41c6cfc79,JPY,USD,0.006969,2022-09-25,2026-04-28 00:54:23.003784+09
1f16234c-f8df-40f7-aa99-7ad9772269a5,JPY,CNY,0.049734,2022-09-26,2026-04-28 00:54:23.004625+09
3cc1a70e-7cf9-4f89-94fa-280c51433b22,JPY,USD,0.006958,2022-09-26,2026-04-28 00:54:23.004625+09
fc9bcb1a-287a-44fd-8000-0c2f86201f2d,JPY,CNY,0.049560,2022-09-27,2026-04-28 00:54:23.005777+09
a3e67d32-dbd2-443b-9333-c525380d2da4,JPY,USD,0.006927,2022-09-27,2026-04-28 00:54:23.005777+09
44405dbb-b92d-4667-abe2-f45c8f8d24cd,JPY,CNY,0.049760,2022-09-28,2026-04-28 00:54:23.007096+09
dae5977f-f3d8-4bff-a21c-55f64539ceaf,JPY,USD,0.006917,2022-09-28,2026-04-28 00:54:23.007096+09
554bf3da-6b62-4ef6-b0fa-5258273e08cb,JPY,CNY,0.049692,2022-09-29,2026-04-28 00:54:23.009648+09
b9f8936f-4d20-439b-9b71-4447774b0cd6,JPY,USD,0.006924,2022-09-29,2026-04-28 00:54:23.009648+09
3a9210a9-cdf6-41c2-a6ee-2e8f5e73de5a,JPY,CNY,0.049249,2022-09-30,2026-04-28 00:54:23.010907+09
053cbee7-cdd0-4a16-91a0-42420fabb1cc,JPY,USD,0.006923,2022-09-30,2026-04-28 00:54:23.010907+09
83333e01-e401-4979-b05d-a1e775811b1a,JPY,CNY,0.049249,2022-10-01,2026-04-28 00:54:23.011971+09
61d929a4-b283-4719-a2f6-928ff6ff4a8e,JPY,USD,0.006908,2022-10-01,2026-04-28 00:54:23.011971+09
7784bb87-2673-4009-a2c0-e40f76423a41,JPY,CNY,0.049254,2022-10-02,2026-04-28 00:54:23.013025+09
7823968a-5d76-4ed1-b9c8-332dccc943a1,JPY,USD,0.006902,2022-10-02,2026-04-28 00:54:23.013025+09
bca892cd-05c8-417f-944d-a1fc8e4b7e2b,JPY,CNY,0.049220,2022-10-03,2026-04-28 00:54:23.014096+09
6d563f19-2e43-4cdc-817c-b825fd26faf5,JPY,USD,0.006911,2022-10-03,2026-04-28 00:54:23.014096+09
99ee67ca-b1ab-4b5d-8f1b-61925e576db2,JPY,CNY,0.049070,2022-10-04,2026-04-28 00:54:23.015205+09
4dd24b96-21cc-4fbd-8495-76279d626d39,JPY,USD,0.006915,2022-10-04,2026-04-28 00:54:23.015205+09
4712cea1-4e6e-40a2-a5f0-5c4c050c0ae8,JPY,CNY,0.049052,2022-10-05,2026-04-28 00:54:23.016307+09
60f00286-8896-4d33-baed-624a80fe9fb3,JPY,USD,0.006926,2022-10-05,2026-04-28 00:54:23.016307+09
3ab4aa5c-88f3-4158-bac9-9d142d4dcb87,JPY,CNY,0.049071,2022-10-06,2026-04-28 00:54:23.017499+09
369dd29e-5ba5-4cb6-b518-2cef5616dbf4,JPY,USD,0.006917,2022-10-06,2026-04-28 00:54:23.017499+09
684e0890-5d0f-43c4-b0eb-224c73bb8303,JPY,CNY,0.049052,2022-10-07,2026-04-28 00:54:23.018659+09
8e32c63a-e6ae-4e1b-947e-e279dfa46df8,JPY,USD,0.006903,2022-10-07,2026-04-28 00:54:23.018659+09
45df59e8-1fe8-4b65-a510-680b8ae8d7e8,JPY,CNY,0.049044,2022-10-08,2026-04-28 00:54:23.019614+09
e47b42b8-cbf9-418f-9abe-c332fa855055,JPY,USD,0.006882,2022-10-08,2026-04-28 00:54:23.019614+09
a6e7f387-c947-4c03-be1f-6950861b679b,JPY,CNY,0.049043,2022-10-09,2026-04-28 00:54:23.02056+09
23069824-b433-4757-9175-17ad642cad8b,JPY,USD,0.006873,2022-10-09,2026-04-28 00:54:23.02056+09
b268ecd4-026b-42d3-81d3-801d92a13921,JPY,CNY,0.049054,2022-10-10,2026-04-28 00:54:23.02132+09
1bf5a4d5-13e4-4e1c-8a41-b02a78d4c349,JPY,USD,0.006880,2022-10-10,2026-04-28 00:54:23.02132+09
ab47e961-0476-4eed-8cb9-2f93d1583fd5,JPY,CNY,0.049207,2022-10-11,2026-04-28 00:54:23.022455+09
4d88c13e-61ef-4c3c-b29b-3252d43e5f8f,JPY,USD,0.006872,2022-10-11,2026-04-28 00:54:23.022455+09
ff503353-612d-477c-a280-865f4790f486,JPY,CNY,0.049070,2022-10-12,2026-04-28 00:54:23.023593+09
e62ad7c0-d3f1-4e65-8d04-153660713eec,JPY,USD,0.006848,2022-10-12,2026-04-28 00:54:23.023593+09
ca95b55c-0f69-4654-b4ff-73cac333d2f0,JPY,CNY,0.048944,2022-10-13,2026-04-28 00:54:23.024792+09
29ee2225-45a4-42f8-89aa-46ee512ef21b,JPY,USD,0.006819,2022-10-13,2026-04-28 00:54:23.024792+09
fc3dc9a5-064d-4691-80ff-8e21c9b724e9,JPY,CNY,0.048714,2022-10-14,2026-04-28 00:54:23.025688+09
d8846327-c247-4429-bb3a-0155051e29d0,JPY,USD,0.006781,2022-10-14,2026-04-28 00:54:23.025688+09
1c68cfa0-48ed-45f0-9e8e-253ec0a617a4,JPY,CNY,0.048537,2022-10-15,2026-04-28 00:54:23.026657+09
b11c86a8-7d89-4769-9fd5-64bd07532732,JPY,USD,0.006736,2022-10-15,2026-04-28 00:54:23.026657+09
654e57de-8375-4595-bfb9-9ede5ec638df,JPY,CNY,0.048532,2022-10-16,2026-04-28 00:54:23.027802+09
784c2b75-828a-4a55-bd81-4de57651ce38,JPY,USD,0.006726,2022-10-16,2026-04-28 00:54:23.027802+09
922bea24-7918-4c46-9d88-46b4def6eb01,JPY,CNY,0.048473,2022-10-17,2026-04-28 00:54:23.028787+09
20c8686c-ff22-4a03-952e-5dc065f65c9b,JPY,USD,0.006727,2022-10-17,2026-04-28 00:54:23.028787+09
375424e4-f83f-49b6-909b-38a912c44419,JPY,CNY,0.048320,2022-10-18,2026-04-28 00:54:23.029758+09
56e69797-ede8-483c-97ad-b337f0e206fc,JPY,USD,0.006714,2022-10-18,2026-04-28 00:54:23.029758+09
b54b45d2-b2fe-472f-a830-2487001d45e7,JPY,CNY,0.048340,2022-10-19,2026-04-28 00:54:23.030484+09
c3f726be-ebdb-453c-884a-e0b052116339,JPY,USD,0.006699,2022-10-19,2026-04-28 00:54:23.030484+09
064a151d-d1e0-4992-a789-4afc85200df3,JPY,CNY,0.048273,2022-10-20,2026-04-28 00:54:23.031338+09
d132c2b8-e694-4cff-a4fe-a8e6095c87ea,JPY,USD,0.006678,2022-10-20,2026-04-28 00:54:23.031338+09
6607be56-df86-4bbb-8ca1-6ca4ccbcd1ad,JPY,CNY,0.048182,2022-10-21,2026-04-28 00:54:23.032437+09
62fdcc99-008c-484a-9154-d0d6c61e4ffe,JPY,USD,0.006666,2022-10-21,2026-04-28 00:54:23.032437+09
32faab89-77d9-4309-bc66-929c3c261c1b,JPY,CNY,0.048540,2022-10-22,2026-04-28 00:54:23.033327+09
72072655-f38a-4d72-953c-90696cf8498a,JPY,USD,0.006723,2022-10-22,2026-04-28 00:54:23.033327+09
aad8517a-bb45-4e3f-8165-27401bce34c3,JPY,CNY,0.048645,2022-10-23,2026-04-28 00:54:23.034495+09
e853597d-298a-4e87-8f08-d278922a5378,JPY,USD,0.006724,2022-10-23,2026-04-28 00:54:23.034495+09
706002e3-3fd0-4d13-8acb-45aa853cbaa6,JPY,CNY,0.048703,2022-10-24,2026-04-28 00:54:23.035588+09
db90f509-213d-4653-a157-019ca3f1a99f,JPY,USD,0.006713,2022-10-24,2026-04-28 00:54:23.035588+09
d252b087-4219-42cb-8fc4-ae9ca5738ac4,JPY,CNY,0.048989,2022-10-25,2026-04-28 00:54:23.036491+09
dbe9f28f-31c5-4cb8-9ddd-af7901dea745,JPY,USD,0.006726,2022-10-25,2026-04-28 00:54:23.036491+09
c2c16087-8f88-4f1a-ad73-b873042d1291,JPY,CNY,0.049112,2022-10-26,2026-04-28 00:54:23.037722+09
f3129bed-72d0-43b7-913b-a2725882ff22,JPY,USD,0.006778,2022-10-26,2026-04-28 00:54:23.037722+09
bb03502e-eeb8-4856-896b-cb1faf9352e7,JPY,CNY,0.049252,2022-10-27,2026-04-28 00:54:23.038897+09
5a04b5c5-618b-43da-aef5-0d3719d0484f,JPY,USD,0.006843,2022-10-27,2026-04-28 00:54:23.038897+09
ab4afbd5-11a4-4c71-a984-f88979353246,JPY,CNY,0.049356,2022-10-28,2026-04-28 00:54:23.039942+09
d1e50584-be6b-45a9-b029-02d0a484ff42,JPY,USD,0.006820,2022-10-28,2026-04-28 00:54:23.039942+09
a2eb5ddb-bb6a-45cb-a48d-8ca912c4e00c,JPY,CNY,0.049221,2022-10-29,2026-04-28 00:54:23.040871+09
0c5cf273-0102-4936-a0f8-42c46eaae486,JPY,USD,0.006781,2022-10-29,2026-04-28 00:54:23.040871+09
4c2987d0-f580-4cdc-a0a8-c567c772d706,JPY,CNY,0.049235,2022-10-30,2026-04-28 00:54:23.041939+09
896e57de-00dc-4bd4-8a68-1f951beb7522,JPY,USD,0.006774,2022-10-30,2026-04-28 00:54:23.041939+09
23b5e87f-9a1e-4bed-8d8e-486a03c45214,JPY,CNY,0.049201,2022-10-31,2026-04-28 00:54:23.042897+09
31028915-79c4-4c1d-9b72-cfbea6ea2a79,JPY,USD,0.006759,2022-10-31,2026-04-28 00:54:23.042897+09
3b2c6fcf-95fa-46fb-a93c-d8a36493dbd1,JPY,CNY,0.049184,2022-11-01,2026-04-28 00:54:23.043653+09
054611a9-056b-4ce9-a40e-f87fcf6a20bd,JPY,USD,0.006751,2022-11-01,2026-04-28 00:54:23.043653+09
ea03a2f6-2b9b-4419-ab33-ab82f3af2648,JPY,CNY,0.049378,2022-11-02,2026-04-28 00:54:23.044564+09
a4bc8563-68f6-4267-a485-1a7873070530,JPY,USD,0.006783,2022-11-02,2026-04-28 00:54:23.044564+09
a7444f98-eefc-4237-9ebf-5e87e67c029c,JPY,CNY,0.049472,2022-11-03,2026-04-28 00:54:23.045623+09
df28e58e-ddb6-46bf-b52d-83b2dda937e2,JPY,USD,0.006777,2022-11-03,2026-04-28 00:54:23.045623+09
e186c737-cb6d-4091-aa55-1b6fc9cf38f8,JPY,CNY,0.049185,2022-11-04,2026-04-28 00:54:23.046601+09
7c31a2d0-76af-4345-92b0-b5b6e7d685ef,JPY,USD,0.006770,2022-11-04,2026-04-28 00:54:23.046601+09
a8664c07-0be2-4ea3-86ec-34f9794eb62c,JPY,CNY,0.048966,2022-11-05,2026-04-28 00:54:23.047705+09
9a1de80b-bb57-4ffd-bfd6-3cb0df9d4947,JPY,USD,0.006802,2022-11-05,2026-04-28 00:54:23.047705+09
5acf1bc3-4c1e-4805-bc75-23dc87156365,JPY,CNY,0.048946,2022-11-06,2026-04-28 00:54:23.048677+09
394823a1-d339-4afe-bd36-cbf0acad435d,JPY,USD,0.006798,2022-11-06,2026-04-28 00:54:23.048677+09
5b465db5-b3d0-42b4-a0f4-0376c215d354,JPY,CNY,0.049194,2022-11-07,2026-04-28 00:54:23.049513+09
